Date,Dividends
2013-08-07,0.485000
2013-05-08,0.485000
2013-02-13,0.485000
2012-11-07,0.440000
2012-08-15,0.440000
2012-05-09,0.440000
2012-02-08,0.440000
2011-11-08,0.420000
2011-08-10,0.420000
2011-05-11,0.420000
2011-02-09,0.420000
2010-11-03,0.420000
2010-08-04,0.420000
2010-05-05,0.420000
2010-02-03,0.420000
2009-11-04,0.420000
2009-08-05,0.420000
2009-05-06,0.420000
2009-02-04,0.420000
2008-11-05,0.400000
2008-08-06,0.400000
2008-05-07,0.400000
2008-02-06,0.400000
2007-11-07,0.350000
2007-08-08,0.350000
2007-05-09,0.350000
2007-02-07,0.350000
2006-11-08,0.300000
2006-08-09,0.300000
2006-05-10,0.300000
2006-02-08,0.300000
